run;instance;seed;stop_reason;time_ms;generations;max_generations;pareto_size;stagnation_threshold;stagnation_window;run_dir
1;config/instance_nfl_reducido.properties;575346467;stagnation;132283;370;1000;9;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_001
2;config/instance_nfl_reducido.properties;690022610;stagnation;90297;187;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_002
3;config/instance_nfl_reducido.properties;1424257266;stagnation;155146;273;1000;9;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_003
4;config/instance_nfl_reducido.properties;760871889;stagnation;77099;234;1000;8;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_004
5;config/instance_nfl_reducido.properties;890474447;stagnation;86835;238;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_005
6;config/instance_nfl_reducido.properties;1455500169;stagnation;55055;100;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_006
7;config/instance_nfl_reducido.properties;212517704;stagnation;130114;223;1000;7;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_007
8;config/instance_nfl_reducido.properties;934060570;stagnation;118672;258;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_008
9;config/instance_nfl_reducido.properties;1124114628;stagnation;109371;281;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_009
10;config/instance_nfl_reducido.properties;765843637;stagnation;54752;100;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_010
11;config/instance_nfl_reducido.properties;1502474994;stagnation;84563;212;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_011
12;config/instance_nfl_reducido.properties;1349829717;stagnation;27436;100;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_012
13;config/instance_nfl_reducido.properties;1493661747;stagnation;49092;100;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_013
14;config/instance_nfl_reducido.properties;734959693;stagnation;170915;320;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_014
15;config/instance_nfl_reducido.properties;891998443;stagnation;42964;149;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_015
16;config/instance_nfl_reducido.properties;1660981312;stagnation;101676;186;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_016
17;config/instance_nfl_reducido.properties;1830451251;stagnation;50283;114;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_017
18;config/instance_nfl_reducido.properties;1233644345;stagnation;63986;190;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_018
19;config/instance_nfl_reducido.properties;1063465592;stagnation;106682;239;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_019
20;config/instance_nfl_reducido.properties;606122930;stagnation;68619;162;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_020
21;config/instance_nfl_reducido.properties;835500794;stagnation;66451;136;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_021
22;config/instance_nfl_reducido.properties;1001915945;stagnation;66711;215;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_022
23;config/instance_nfl_reducido.properties;735627957;stagnation;92349;247;1000;8;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p8_mut0p01\corrida_023
