id;f1_distancia;f2_inequidad
0;202402.01999999996;0.332812092461931
1;218403.50000000012;0.1526956850150725
2;216107.0700000001;0.1913040047208166
3;209391.47000000003;0.19773017529507783
4;208816.39999999997;0.2203217344400381
5;205518.87000000005;0.2306015683670285
6;202977.09;0.3095695936834451
7;204943.8;0.25816526791099437
8;204954.63000000003;0.23270003342405335
9;208827.23;0.19773017529507786
10;203662.61;0.2810879162587155
11;202412.84999999998;0.31180478223116176
12;203673.44;0.26057495189590946
13;204237.68000000002;0.2597742075127722
