run;instance;seed;stop_reason;time_ms;generations;max_generations;pareto_size;stagnation_threshold;stagnation_window;run_dir
1;config/instance_nfl_reducido.properties;575346467;stagnation;36131;151;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_001
2;config/instance_nfl_reducido.properties;690022610;stagnation;47943;142;1000;8;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_002
3;config/instance_nfl_reducido.properties;1424257266;stagnation;64645;178;1000;7;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_003
4;config/instance_nfl_reducido.properties;760871889;stagnation;38903;109;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_004
5;config/instance_nfl_reducido.properties;890474447;stagnation;111585;345;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_005
6;config/instance_nfl_reducido.properties;1455500169;stagnation;146854;364;1000;7;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_006
7;config/instance_nfl_reducido.properties;212517704;stagnation;59450;215;1000;7;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_007
8;config/instance_nfl_reducido.properties;934060570;stagnation;22113;100;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_008
9;config/instance_nfl_reducido.properties;1124114628;stagnation;30675;100;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_009
10;config/instance_nfl_reducido.properties;765843637;stagnation;65598;180;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_010
11;config/instance_nfl_reducido.properties;1502474994;stagnation;20307;113;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_011
12;config/instance_nfl_reducido.properties;1349829717;stagnation;28959;102;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_012
13;config/instance_nfl_reducido.properties;1493661747;stagnation;65935;272;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_013
14;config/instance_nfl_reducido.properties;734959693;stagnation;48810;126;1000;7;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_014
15;config/instance_nfl_reducido.properties;891998443;stagnation;34635;100;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_015
16;config/instance_nfl_reducido.properties;1660981312;stagnation;89617;258;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_016
17;config/instance_nfl_reducido.properties;1830451251;stagnation;35515;108;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_017
18;config/instance_nfl_reducido.properties;1233644345;stagnation;33716;100;1000;7;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_018
19;config/instance_nfl_reducido.properties;1063465592;stagnation;5609;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p7_mut0p001\corrida_019
