run;instance;seed;stop_reason;time_ms;generations;max_generations;pareto_size;stagnation_threshold;stagnation_window;run_dir
1;config/instance_nfl_intermedia.properties;575346467;stagnation;3374;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_001
2;config/instance_nfl_intermedia.properties;690022610;stagnation;18900;114;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_002
3;config/instance_nfl_intermedia.properties;1424257266;stagnation;2812;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_003
4;config/instance_nfl_intermedia.properties;760871889;stagnation;3289;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_004
5;config/instance_nfl_intermedia.properties;890474447;stagnation;31803;189;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_005
6;config/instance_nfl_intermedia.properties;1455500169;stagnation;3385;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_006
7;config/instance_nfl_intermedia.properties;212517704;stagnation;2961;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_007
8;config/instance_nfl_intermedia.properties;934060570;stagnation;2409;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_008
9;config/instance_nfl_intermedia.properties;1124114628;stagnation;3626;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_009
10;config/instance_nfl_intermedia.properties;765843637;stagnation;2981;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_010
11;config/instance_nfl_intermedia.properties;1502474994;stagnation;28771;147;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_011
12;config/instance_nfl_intermedia.properties;1349829717;stagnation;31934;199;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_012
13;config/instance_nfl_intermedia.properties;1493661747;stagnation;2704;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_013
14;config/instance_nfl_intermedia.properties;734959693;stagnation;12408;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_014
15;config/instance_nfl_intermedia.properties;891998443;stagnation;58199;220;1000;8;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_015
16;config/instance_nfl_intermedia.properties;1660981312;stagnation;3312;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_016
17;config/instance_nfl_intermedia.properties;1830451251;stagnation;10396;100;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_017
18;config/instance_nfl_intermedia.properties;1233644345;stagnation;33463;179;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_018
19;config/instance_nfl_intermedia.properties;1063465592;stagnation;2990;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_019
20;config/instance_nfl_intermedia.properties;606122930;stagnation;4396;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_020
21;config/instance_nfl_intermedia.properties;835500794;stagnation;4623;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_021
22;config/instance_nfl_intermedia.properties;1001915945;stagnation;4622;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_022
23;config/instance_nfl_intermedia.properties;735627957;stagnation;31400;171;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_023
24;config/instance_nfl_intermedia.properties;495675644;stagnation;5073;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_024
25;config/instance_nfl_intermedia.properties;550785070;stagnation;2304;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_025
26;config/instance_nfl_intermedia.properties;1498800289;stagnation;3673;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p1\corrida_026
