teamId,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11
0,BYE,1:H:J,1:A:S,2:A:D,9:H:J,6:H:S,4:H:S,3:H:D,5:H:L,8:H:L,2:H:S,7:H:J
1,5:H:S,0:A:J,0:H:S,3:H:M,7:H:M,BYE,9:H:S,6:H:J,8:H:S,2:H:L,4:H:M,2:A:M
2,4:H:L,9:H:D,7:H:D,0:H:D,3:H:L,5:H:J,8:H:M,BYE,6:H:L,1:A:L,0:A:S,1:H:M
3,7:H:S,4:A:L,6:H:M,1:A:M,2:A:L,4:H:S,5:H:S,0:A:D,9:H:J,BYE,5:A:J,8:H:M
4,2:A:L,3:H:L,8:H:J,5:H:M,5:A:L,3:A:S,0:A:S,7:H:S,BYE,6:H:D,1:A:M,9:H:M
5,1:A:S,BYE,9:H:D,4:A:M,4:H:L,2:A:J,3:A:S,8:H:M,0:A:L,7:H:M,3:H:J,6:H:M
6,9:H:L,8:A:S,3:A:M,7:H:J,8:H:M,0:A:S,7:A:M,1:A:J,2:A:L,4:A:D,BYE,5:A:M
7,3:A:S,BYE,2:A:D,6:A:J,1:A:M,8:A:J,6:H:M,4:A:S,10:H:J,5:A:M,8:H:M,0:A:J
8,10:H:J,6:H:S,4:A:J,BYE,6:A:M,7:H:J,2:A:M,5:A:M,1:A:S,0:A:L,7:A:M,3:A:M
9,6:A:L,2:A:D,5:A:D,10:H:D,0:A:J,11:H:L,1:A:S,BYE,3:A:J,11:A:S,10:A:M,4:A:M
10,8:A:J,22:A:L,22:H:J,9:A:D,11:H:M,23:A:L,11:A:D,11:A:M,7:A:J,23:H:J,9:H:M,BYE
11,BYE,23:H:L,23:H:M,23:A:M,10:A:M,9:A:L,10:H:D,10:H:M,22:A:M,9:H:S,23:H:S,22:H:J
12,16:H:J,17:H:M,21:H:J,15:H:D,18:H:L,13:H:M,20:H:M,14:A:S,BYE,14:H:M,19:H:J,13:A:J
13,15:H:J,21:H:M,14:H:S,16:H:M,19:H:M,12:A:M,14:A:L,BYE,18:H:M,17:H:S,20:H:L,12:H:J
14,21:H:M,19:H:M,13:A:S,BYE,20:H:M,16:H:L,13:H:L,12:H:S,15:H:J,12:A:M,17:H:M,18:H:S
15,13:A:J,16:H:M,20:H:L,12:A:D,17:A:J,21:H:S,18:H:L,17:H:D,14:A:J,19:H:M,BYE,16:A:M
16,12:A:J,15:A:M,17:A:J,13:A:M,21:H:S,14:A:L,19:H:M,20:H:L,17:H:J,BYE,18:H:S,15:H:M
17,18:H:L,12:A:M,16:H:J,20:H:J,15:H:J,19:H:J,BYE,15:A:D,16:A:J,13:A:S,14:A:M,21:H:L
18,17:A:L,20:H:D,19:H:L,21:H:L,12:A:L,BYE,15:A:L,19:A:M,13:A:M,20:A:L,16:A:S,14:A:S
19,20:A:L,14:A:M,18:A:L,22:H:J,13:A:M,17:A:J,16:A:M,18:H:M,20:H:S,15:A:M,12:A:J,BYE
20,19:H:L,18:A:D,15:A:L,17:A:J,14:A:M,22:H:S,12:A:M,16:A:L,19:A:S,18:H:L,13:A:L,BYE
21,14:A:M,13:A:M,12:A:J,18:A:L,16:A:S,15:A:S,23:A:D,BYE,23:H:L,22:A:M,22:H:D,17:A:L
22,23:A:L,10:H:L,10:A:J,19:A:J,23:A:S,20:A:S,BYE,23:H:M,11:H:M,21:H:M,21:A:D,11:A:J
23,22:H:L,11:A:L,11:A:M,11:H:M,22:H:S,10:H:L,21:H:D,22:A:M,21:A:L,10:A:J,11:A:S,BYE
