teamId,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11
0,2:A:M,5:H:M,4:H:S,BYE,7:H:L,1:A:M,6:H:L,2:H:M,9:H:S,3:H:J,1:H:L,8:H:M
1,3:H:S,BYE,2:H:L,4:H:L,5:H:D,0:H:M,2:A:M,8:H:L,6:H:L,9:H:L,0:A:L,7:H:M
2,0:H:M,7:H:J,1:A:L,8:H:L,9:H:D,4:H:M,1:H:M,0:A:M,3:H:D,BYE,5:H:S,6:H:L
3,1:A:S,BYE,7:H:J,6:H:S,4:H:S,8:H:S,5:A:M,9:H:D,2:A:D,0:A:J,4:A:J,5:H:L
4,5:H:L,9:H:D,0:A:S,1:A:L,3:A:S,2:A:M,8:H:S,7:H:M,5:A:L,6:H:D,3:H:J,BYE
5,4:A:L,0:A:M,8:H:M,9:H:S,1:A:D,BYE,3:H:M,6:H:M,4:H:L,7:H:L,2:A:S,3:A:L
6,7:H:M,8:H:D,9:H:J,3:A:S,8:A:J,7:A:J,0:A:L,5:A:M,1:A:L,4:A:D,BYE,2:A:L
7,6:A:M,2:A:J,3:A:J,10:H:S,0:A:L,6:H:J,BYE,4:A:M,8:H:M,5:A:L,8:A:M,1:A:M
8,10:H:D,6:A:D,5:A:M,2:A:L,6:H:J,3:A:S,4:A:S,1:A:L,7:A:M,BYE,7:H:M,0:A:M
9,11:H:D,4:A:D,6:A:J,5:A:S,2:A:D,BYE,10:H:M,3:A:D,0:A:S,1:A:L,10:A:D,11:A:S
10,8:A:D,11:H:M,23:A:D,7:A:S,22:A:L,BYE,9:A:M,11:A:M,11:A:M,22:H:S,9:H:D,23:H:M
11,9:A:D,10:A:M,BYE,22:A:J,23:H:S,22:H:L,23:A:M,10:H:M,10:H:M,23:H:D,23:H:D,9:H:S
12,19:H:J,21:H:J,18:H:D,13:A:J,15:H:M,14:H:M,BYE,14:A:D,20:H:J,17:H:M,13:H:M,16:H:M
13,18:H:S,19:H:J,20:H:J,12:H:J,14:H:M,BYE,15:H:L,16:H:D,17:H:M,21:H:S,12:A:M,14:A:M
14,20:H:M,18:H:S,BYE,21:H:S,13:A:M,12:A:M,19:H:D,12:H:D,15:H:S,16:H:M,17:H:D,13:H:M
15,21:H:M,16:A:J,17:A:M,17:H:S,12:A:M,16:H:J,13:A:L,18:H:M,14:A:S,19:H:L,20:H:S,BYE
16,17:A:L,15:H:J,19:H:S,20:H:S,18:H:S,15:A:J,17:H:D,13:A:D,21:H:L,14:A:M,BYE,12:A:M
17,16:H:L,20:H:L,15:H:M,15:A:S,21:H:J,18:H:J,16:A:D,19:H:L,13:A:M,12:A:M,14:A:D,BYE
18,13:A:S,14:A:S,12:A:D,19:A:M,16:A:S,17:A:J,21:H:L,15:A:M,19:H:M,20:H:D,BYE,20:A:M
19,12:A:J,13:A:J,16:A:S,18:H:M,20:H:M,20:A:D,14:A:D,17:A:L,18:A:M,15:A:L,BYE,22:H:M
20,14:A:M,17:A:L,13:A:J,16:A:S,19:A:M,19:H:D,22:H:J,BYE,12:A:J,18:A:D,15:A:S,18:H:M
21,15:A:M,12:A:J,22:H:M,14:A:S,17:A:J,23:H:L,18:A:L,23:A:J,16:A:L,13:A:S,22:A:D,BYE
22,23:A:L,23:H:J,21:A:M,11:H:J,10:H:L,11:A:L,20:A:J,BYE,23:A:J,10:A:S,21:H:D,19:A:M
23,22:H:L,22:A:J,10:H:D,BYE,11:A:S,21:A:L,11:H:M,21:H:J,22:H:J,11:A:D,11:A:D,10:A:M
