run;instance;seed;stop_reason;time_ms;generations;max_generations;pareto_size;stagnation_threshold;stagnation_window;run_dir
1;config/instance_nfl_reducido.properties;575346467;stagnation;40266;177;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p01\corrida_001
2;config/instance_nfl_reducido.properties;690022610;stagnation;38033;165;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p01\corrida_002
3;config/instance_nfl_reducido.properties;1424257266;stagnation;66077;164;1000;7;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p01\corrida_003
4;config/instance_nfl_reducido.properties;760871889;stagnation;83920;231;1000;7;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p01\corrida_004
5;config/instance_nfl_reducido.properties;890474447;stagnation;37164;100;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p01\corrida_005
6;config/instance_nfl_reducido.properties;1455500169;stagnation;61753;126;1000;12;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p01\corrida_006
7;config/instance_nfl_reducido.properties;212517704;stagnation;69082;230;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p01\corrida_007
8;config/instance_nfl_reducido.properties;934060570;stagnation;45419;156;1000;11;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p01\corrida_008
9;config/instance_nfl_reducido.properties;1124114628;stagnation;55310;153;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p01\corrida_009
10;config/instance_nfl_reducido.properties;765843637;stagnation;60121;218;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p01\corrida_010
