teamId,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11
0,2:A:D,4:H:M,1:A:S,5:H:S,1:H:J,BYE,9:H:M,2:H:D,6:H:L,8:H:L,7:H:M,3:H:D
1,4:H:S,BYE,0:H:S,2:A:M,0:A:J,6:H:M,7:H:M,8:H:L,2:H:J,5:H:D,3:H:D,9:H:L
2,0:H:D,8:H:M,4:H:S,1:H:M,BYE,7:H:J,3:H:D,0:A:D,1:A:J,9:H:S,6:H:J,5:H:J
3,5:A:D,5:H:S,6:H:J,4:H:J,4:A:M,8:H:M,2:A:D,7:H:J,9:H:L,BYE,1:A:D,0:A:D
4,1:A:S,0:A:M,2:A:S,3:A:J,3:H:M,BYE,8:H:L,5:H:D,5:A:L,6:H:M,9:H:D,7:H:D
5,3:H:D,3:A:S,BYE,0:A:S,7:H:D,9:H:S,6:H:S,4:A:D,4:H:L,1:A:D,8:H:M,2:A:J
6,7:H:D,7:A:D,3:A:J,8:A:L,9:H:M,1:A:M,5:A:S,BYE,0:A:L,4:A:M,2:A:J,8:H:S
7,6:A:D,6:H:D,8:H:M,10:H:M,5:A:D,2:A:J,1:A:M,3:A:J,8:A:L,BYE,0:A:M,4:A:D
8,10:H:D,2:A:M,7:A:M,6:H:L,BYE,3:A:M,4:A:L,1:A:L,7:H:L,0:A:L,5:A:M,6:A:S
9,BYE,10:H:L,10:A:L,11:A:M,6:A:M,5:A:S,0:A:M,11:H:S,3:A:L,2:A:S,4:A:D,1:A:L
10,8:A:D,9:A:L,9:H:L,7:A:M,22:H:M,23:A:S,11:H:J,23:H:J,BYE,22:A:M,11:A:M,11:A:M
11,23:H:S,BYE,23:A:J,9:H:M,23:H:M,22:H:D,10:A:J,9:A:S,22:A:J,23:H:D,10:H:M,10:H:M
12,15:H:S,21:H:L,17:H:L,18:H:L,13:A:J,16:H:M,20:H:M,BYE,13:H:S,19:H:D,14:A:J,14:H:J
13,20:H:S,17:H:L,14:A:J,21:H:D,12:H:J,14:H:L,16:H:M,BYE,12:A:S,18:H:S,19:H:S,15:H:M
14,16:H:S,20:H:L,13:H:J,BYE,15:H:S,13:A:L,19:H:M,21:H:M,18:H:J,17:H:L,12:H:J,12:A:J
15,12:A:S,16:A:J,18:H:L,17:H:J,14:A:S,19:H:M,17:A:J,BYE,21:H:L,20:H:M,16:H:S,13:A:M
16,14:A:S,15:H:J,BYE,20:H:M,18:H:D,12:A:M,13:A:M,17:A:L,17:H:L,21:H:M,15:A:S,19:H:L
17,BYE,13:A:L,12:A:L,15:A:J,19:H:M,21:H:M,15:H:J,16:H:L,16:A:L,14:A:L,20:H:D,18:H:L
18,19:H:L,19:A:S,15:A:L,12:A:L,16:A:D,20:A:S,21:H:J,20:H:S,14:A:J,13:A:S,BYE,17:A:L
19,18:A:L,18:H:S,20:H:S,BYE,17:A:M,15:A:M,14:A:M,22:H:M,20:A:J,12:A:D,13:A:S,16:A:L
20,13:A:S,14:A:L,19:A:S,16:A:M,BYE,18:H:S,12:A:M,18:A:S,19:H:J,15:A:M,17:A:D,22:H:S
21,22:H:D,12:A:L,22:A:M,13:A:D,BYE,17:A:M,18:A:J,14:A:M,15:A:L,16:A:M,23:H:S,23:A:D
22,21:A:D,23:H:L,21:H:M,23:A:J,10:A:M,11:A:D,23:A:D,19:A:M,11:H:J,10:H:M,BYE,20:A:S
23,11:A:S,22:A:L,11:H:J,22:H:J,11:A:M,10:H:S,22:H:D,10:A:J,BYE,11:A:D,21:A:S,21:H:D
