run;instance;seed;stop_reason;time_ms;generations;max_generations;pareto_size;stagnation_threshold;stagnation_window;run_dir
1;config/instance_nfl.properties;575346467;stagnation;7640;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_full_batch\pop200_cx0p6_mut0p001\corrida_001
2;config/instance_nfl.properties;690022610;stagnation;54902;129;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_full_batch\pop200_cx0p6_mut0p001\corrida_002
3;config/instance_nfl.properties;1424257266;stagnation;38917;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_full_batch\pop200_cx0p6_mut0p001\corrida_003
4;config/instance_nfl.properties;760871889;stagnation;58728;100;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_full_batch\pop200_cx0p6_mut0p001\corrida_004
5;config/instance_nfl.properties;890474447;stagnation;29164;100;1000;7;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_full_batch\pop200_cx0p6_mut0p001\corrida_005
6;config/instance_nfl.properties;1455500169;stagnation;46127;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_full_batch\pop200_cx0p6_mut0p001\corrida_006
7;config/instance_nfl.properties;212517704;stagnation;54803;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_full_batch\pop200_cx0p6_mut0p001\corrida_007
8;config/instance_nfl.properties;934060570;stagnation;13032;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_full_batch\pop200_cx0p6_mut0p001\corrida_008
9;config/instance_nfl.properties;1124114628;stagnation;23175;167;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_full_batch\pop200_cx0p6_mut0p001\corrida_009
10;config/instance_nfl.properties;765843637;stagnation;11193;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_full_batch\pop200_cx0p6_mut0p001\corrida_010
