run;instance;seed;stop_reason;time_ms;generations;max_generations;pareto_size;stagnation_threshold;stagnation_window;run_dir
1;config/instance_nfl_intermedia.properties;575346467;stagnation;40157;221;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_001
2;config/instance_nfl_intermedia.properties;690022610;stagnation;4097;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_002
3;config/instance_nfl_intermedia.properties;1424257266;stagnation;3082;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_003
4;config/instance_nfl_intermedia.properties;760871889;stagnation;3175;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_004
5;config/instance_nfl_intermedia.properties;890474447;stagnation;49852;272;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_005
6;config/instance_nfl_intermedia.properties;1455500169;stagnation;3212;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_006
7;config/instance_nfl_intermedia.properties;212517704;stagnation;10788;100;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_007
8;config/instance_nfl_intermedia.properties;934060570;stagnation;2823;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_008
9;config/instance_nfl_intermedia.properties;1124114628;stagnation;4010;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_009
10;config/instance_nfl_intermedia.properties;765843637;stagnation;8596;149;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_010
11;config/instance_nfl_intermedia.properties;1502474994;stagnation;41459;226;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_011
12;config/instance_nfl_intermedia.properties;1349829717;stagnation;47885;302;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_012
13;config/instance_nfl_intermedia.properties;1493661747;stagnation;2809;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p8_mut0p01\corrida_013
