run;instance;seed;stop_reason;time_ms;generations;max_generations;pareto_size;stagnation_threshold;stagnation_window;run_dir
1;config/instance_nfl_reducido.properties;575346467;stagnation;22018;107;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_001
2;config/instance_nfl_reducido.properties;690022610;stagnation;54096;143;1000;8;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_002
3;config/instance_nfl_reducido.properties;1424257266;stagnation;40036;111;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_003
4;config/instance_nfl_reducido.properties;760871889;stagnation;68890;164;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_004
5;config/instance_nfl_reducido.properties;890474447;stagnation;52926;202;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_005
6;config/instance_nfl_reducido.properties;1455500169;stagnation;49675;100;1000;7;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_006
7;config/instance_nfl_reducido.properties;212517704;stagnation;105672;276;1000;8;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_007
8;config/instance_nfl_reducido.properties;934060570;stagnation;14428;100;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_008
9;config/instance_nfl_reducido.properties;1124114628;stagnation;42541;151;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_009
10;config/instance_nfl_reducido.properties;765843637;stagnation;96774;223;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_010
11;config/instance_nfl_reducido.properties;1502474994;stagnation;63177;194;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_011
12;config/instance_nfl_reducido.properties;1349829717;stagnation;80658;178;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_012
13;config/instance_nfl_reducido.properties;1493661747;stagnation;89539;219;1000;8;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop150_cx0p8_mut0p001\corrida_013
