run;instance;seed;stop_reason;time_ms;generations;max_generations;pareto_size;stagnation_threshold;stagnation_window;run_dir
1;config/instance_nfl_reducido.properties;575346467;stagnation;76393;331;1000;8;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p7_mut0p01\corrida_001
2;config/instance_nfl_reducido.properties;690022610;stagnation;28846;100;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p7_mut0p01\corrida_002
3;config/instance_nfl_reducido.properties;1424257266;stagnation;36655;177;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p7_mut0p01\corrida_003
4;config/instance_nfl_reducido.properties;760871889;stagnation;22498;110;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p7_mut0p01\corrida_004
5;config/instance_nfl_reducido.properties;890474447;stagnation;49345;125;1000;8;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p7_mut0p01\corrida_005
6;config/instance_nfl_reducido.properties;1455500169;stagnation;31094;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p7_mut0p01\corrida_006
7;config/instance_nfl_reducido.properties;212517704;stagnation;59335;197;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p7_mut0p01\corrida_007
8;config/instance_nfl_reducido.properties;934060570;stagnation;15068;100;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p7_mut0p01\corrida_008
9;config/instance_nfl_reducido.properties;1124114628;stagnation;31847;187;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p7_mut0p01\corrida_009
10;config/instance_nfl_reducido.properties;765843637;stagnation;44883;162;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_reducido_batch\pop200_cx0p7_mut0p01\corrida_010
