run;instance;seed;stop_reason;time_ms;generations;max_generations;pareto_size;stagnation_threshold;stagnation_window;run_dir
1;config/instance_nfl_intermedia.properties;575346467;stagnation;12099;104;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_001
2;config/instance_nfl_intermedia.properties;690022610;stagnation;7440;106;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_002
3;config/instance_nfl_intermedia.properties;1424257266;stagnation;5162;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_003
4;config/instance_nfl_intermedia.properties;760871889;stagnation;7073;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_004
5;config/instance_nfl_intermedia.properties;890474447;stagnation;5914;105;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_005
6;config/instance_nfl_intermedia.properties;1455500169;stagnation;9311;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_006
7;config/instance_nfl_intermedia.properties;212517704;stagnation;6033;104;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_007
8;config/instance_nfl_intermedia.properties;934060570;stagnation;5997;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_008
9;config/instance_nfl_intermedia.properties;1124114628;stagnation;8859;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_009
10;config/instance_nfl_intermedia.properties;765843637;stagnation;47782;168;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_010
11;config/instance_nfl_intermedia.properties;1502474994;stagnation;10649;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_011
12;config/instance_nfl_intermedia.properties;1349829717;stagnation;4961;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_012
13;config/instance_nfl_intermedia.properties;1493661747;stagnation;5863;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_013
14;config/instance_nfl_intermedia.properties;734959693;stagnation;21634;104;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p001\corrida_014
