teamId,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11
0,2:A:S,1:H:L,3:H:D,6:H:M,9:H:D,8:H:S,7:H:M,1:A:M,2:H:S,BYE,5:H:L,4:H:M
1,7:H:J,0:A:L,2:A:M,9:H:S,BYE,6:H:M,2:H:L,0:H:M,5:H:J,4:H:S,3:H:D,8:H:L
2,0:H:S,6:H:S,1:H:M,7:H:S,3:H:S,BYE,1:A:L,9:H:D,0:A:S,8:H:J,4:H:L,5:H:S
3,6:H:S,8:H:D,0:A:D,4:H:S,2:A:S,9:H:J,5:H:L,7:H:J,4:A:J,5:A:J,1:A:D,BYE
4,8:H:S,9:H:J,6:H:J,3:A:S,7:H:L,5:A:S,BYE,5:H:D,3:H:J,1:A:S,2:A:L,0:A:M
5,9:H:S,7:H:L,8:H:S,BYE,6:H:J,4:H:S,3:A:L,4:A:D,1:A:J,3:H:J,0:A:L,2:A:S
6,3:A:S,2:A:S,4:A:J,0:A:M,5:A:J,1:A:M,8:A:S,8:H:D,9:H:D,7:A:M,BYE,7:H:M
7,1:A:J,5:A:L,BYE,2:A:S,4:A:L,10:H:M,0:A:M,3:A:J,8:H:L,6:H:M,8:A:M,6:A:M
8,4:A:S,3:A:D,5:A:S,BYE,10:H:S,0:A:S,6:H:S,6:A:D,7:A:L,2:A:J,7:H:M,1:A:L
9,5:A:S,4:A:J,10:A:J,1:A:S,0:A:D,3:A:J,BYE,2:A:D,6:A:D,11:H:D,11:A:S,10:H:J
10,11:A:D,11:A:M,9:H:J,22:H:M,8:A:S,7:A:M,23:H:D,11:H:M,22:A:S,23:A:M,BYE,9:A:J
11,10:H:D,10:H:M,23:H:L,23:H:S,22:H:D,BYE,22:A:S,10:A:M,23:A:D,9:A:D,9:H:S,23:H:J
12,14:H:J,17:H:M,BYE,21:H:D,20:H:S,18:H:S,16:H:S,13:A:M,19:H:S,15:H:J,14:A:M,13:H:M
13,15:H:M,14:H:M,20:H:J,16:H:S,19:H:L,BYE,18:H:M,12:H:M,17:H:J,14:A:M,21:H:S,12:A:M
14,12:A:J,13:A:M,15:H:S,19:H:L,17:H:L,BYE,20:H:M,18:H:J,16:H:D,13:H:M,12:H:M,21:H:L
15,13:A:M,BYE,14:A:S,17:H:M,16:H:J,20:H:M,19:H:D,16:A:D,21:H:L,12:A:J,17:A:L,18:H:L
16,21:H:J,19:H:L,17:H:S,13:A:S,15:A:J,17:A:J,12:A:S,15:H:D,14:A:D,18:H:L,20:H:D,BYE
17,18:H:L,12:A:M,16:A:S,15:A:M,14:A:L,16:H:J,21:H:L,BYE,13:A:J,20:H:D,15:H:L,19:H:M
18,17:A:L,BYE,19:A:D,20:H:M,21:H:D,12:A:S,13:A:M,14:A:J,20:A:J,16:A:L,19:H:D,15:A:L
19,20:A:S,16:A:L,18:H:D,14:A:L,13:A:L,22:H:J,15:A:D,20:H:S,12:A:S,BYE,18:A:D,17:A:M
20,19:H:S,22:H:L,13:A:J,18:A:M,12:A:S,15:A:M,14:A:M,19:A:S,18:H:J,17:A:D,16:A:D,BYE
21,16:A:J,23:H:M,22:H:J,12:A:D,18:A:D,23:A:M,17:A:L,BYE,15:A:L,22:A:M,13:A:S,14:A:L
22,23:H:M,20:A:L,21:A:J,10:A:M,11:A:D,19:A:J,11:H:S,23:A:S,10:H:S,21:H:M,23:A:J,BYE
23,22:A:M,21:A:M,11:A:L,11:A:S,BYE,21:H:M,10:A:D,22:H:S,11:H:D,10:H:M,22:H:J,11:A:J
