run;instance;seed;stop_reason;time_ms;generations;max_generations;pareto_size;stagnation_threshold;stagnation_window;run_dir
1;config/instance_nfl_intermedia.properties;575346467;stagnation;15553;100;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_001
2;config/instance_nfl_intermedia.properties;690022610;stagnation;7294;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_002
3;config/instance_nfl_intermedia.properties;1424257266;stagnation;2632;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_003
4;config/instance_nfl_intermedia.properties;760871889;stagnation;11565;186;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_004
5;config/instance_nfl_intermedia.properties;890474447;stagnation;8944;166;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_005
6;config/instance_nfl_intermedia.properties;1455500169;stagnation;25222;223;1000;7;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_006
7;config/instance_nfl_intermedia.properties;212517704;stagnation;2747;105;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_007
8;config/instance_nfl_intermedia.properties;934060570;stagnation;2565;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_008
9;config/instance_nfl_intermedia.properties;1124114628;stagnation;7009;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_009
10;config/instance_nfl_intermedia.properties;765843637;stagnation;2495;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_010
11;config/instance_nfl_intermedia.properties;1502474994;stagnation;18710;116;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_011
12;config/instance_nfl_intermedia.properties;1349829717;stagnation;18960;135;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_012
13;config/instance_nfl_intermedia.properties;1493661747;stagnation;2493;102;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_013
14;config/instance_nfl_intermedia.properties;734959693;stagnation;17983;165;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_014
15;config/instance_nfl_intermedia.properties;891998443;stagnation;35001;141;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_015
16;config/instance_nfl_intermedia.properties;1660981312;stagnation;3018;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_016
17;config/instance_nfl_intermedia.properties;1830451251;stagnation;11117;100;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_017
18;config/instance_nfl_intermedia.properties;1233644345;stagnation;5682;133;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_018
19;config/instance_nfl_intermedia.properties;1063465592;stagnation;14029;100;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_019
20;config/instance_nfl_intermedia.properties;606122930;stagnation;5111;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_020
21;config/instance_nfl_intermedia.properties;835500794;stagnation;5409;100;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_021
22;config/instance_nfl_intermedia.properties;1001915945;stagnation;27013;162;1000;7;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_022
23;config/instance_nfl_intermedia.properties;735627957;stagnation;26811;213;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_023
24;config/instance_nfl_intermedia.properties;495675644;stagnation;4820;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_024
25;config/instance_nfl_intermedia.properties;550785070;stagnation;2214;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_025
26;config/instance_nfl_intermedia.properties;1498800289;stagnation;2846;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop100_cx0p7_mut0p1\corrida_026
