run;instance;seed;stop_reason;time_ms;generations;max_generations;pareto_size;stagnation_threshold;stagnation_window;run_dir
1;config/instance_nfl_intermedia.properties;575346467;stagnation;9130;104;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p01\corrida_001
2;config/instance_nfl_intermedia.properties;690022610;stagnation;12919;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p01\corrida_002
3;config/instance_nfl_intermedia.properties;1424257266;stagnation;5309;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p01\corrida_003
4;config/instance_nfl_intermedia.properties;760871889;stagnation;7450;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p01\corrida_004
5;config/instance_nfl_intermedia.properties;890474447;stagnation;5897;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p01\corrida_005
6;config/instance_nfl_intermedia.properties;1455500169;stagnation;8452;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p01\corrida_006
7;config/instance_nfl_intermedia.properties;212517704;stagnation;7093;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p01\corrida_007
8;config/instance_nfl_intermedia.properties;934060570;stagnation;6375;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p01\corrida_008
9;config/instance_nfl_intermedia.properties;1124114628;stagnation;53644;278;1000;5;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p01\corrida_009
10;config/instance_nfl_intermedia.properties;765843637;stagnation;7573;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p7_mut0p01\corrida_010
